unique_id,name,gender,age,area,marital_Status,qualification,income,occupation,policy,months_as_customer,cls,umbrella_limit,annual_premium,capital_loss,capital_gain,total_claim,fraud_reason,fraud,date,location,address
94a9e505-8736-4d14-aa47-5eb06c7eb785,Katelyn O'Kon,Male,35,Limpopo,Married,Bachelor,8283.00,Ticketing clerk,Funeral Cover,38,27719,30106,513,1117,642,16566,Faked death,Y,2022-11-01,-22.966837|30.4315761,{"hash":"96d6073b90d97270","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9627195"}
9d5fd5ec-3e9b-4466-af73-2f53d255eb28,Teagan Collier,Male,67,Free State,Married,Master,18000.00,Teacher,Funeral Cover,21,18766,33992,1933,920,324,33992,,N,2021-06-01,-22.9670966|30.4320085,{"hash":"ed0bd83648577c75","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9627194"}
82eb7764-292f-45fe-a5bd-4e25e65367f0,Lisa Lynch,Female,47,Western Cape,Single,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,20,27934,46309,673,1125,462,21104,False documentation,Y,2022-01-01,-34.0507214|18.4487692,{"hash":"e6012ff371d63029","number":"26","street":"RUSKIN Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
049b43bd-c3de-45db-8c29-0d3eb6f6f5ce,Jett Wintheiser,Female,53,Eastern Cape,Married,High School,10261.00,Data Capturing,Standard Legal Plan,8,84236,64918,3642,4122,634,20522,,N,2021-08-01,-33.8287655|25.4949227,{"hash":"ebcbed2707c4ae46","number":"22","street":"Mchumane Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
46f4f7ce-c359-4a10-ab10-c7d658594f0d,Angeline Corwin,Male,31,Limpopo,Single,High School,2100.00,Taxi Driver,Funeral Cover,9,16153,41845,1266,2417,395,4200,,N,2021-09-01,-22.968817|30.4307577,{"hash":"de43be9755acebe1","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9627196"}
5c6c9755-4b6c-4624-8531-8a194b37a518,Otilia Johns,Female,41,Free State,Single,Bachelor,13587.00,Travel Agent,Standard Legal Plan,38,69492,99137,2239,2626,808,27174,,N,2022-09-01,-22.966837|30.4315761,{"hash":"96d6073b90d97270","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9627195"}
b603b9be-6965-4f7d-9b64-1f4dbc9245c0,Donavon Baumbach,Male,31,North West,Married,Bachelor,11653.00,Telesales and Telemarketing,Standard Legal Plan,31,65731,61173,2342,2335,856,23306,Fake legal bills,Y,2021-11-01,-22.9624479|30.7769344,{"hash":"c227bcd4f5e98b5b","number":"","street":"","unit":"","city":"Green Farm","district":"","region":"New","postcode":"","id":"96610516_9629695"}
63ac5ac0-682a-4c36-b51e-f426ec1e150b,Cloyd Predovic,Female,35,KwaZulu-Natal,Single,High School,8283.00,Ticketing clerk,Funeral Cover,41,10084,30469,1021,2966,342,16566,,N,2023-08-01,-30.0576301|30.824605,{"hash":"ab4df26b5eb11e50","number":"15","street":"NANTSHI PLACE","unit":"","city":"","district":"","region":"","postcode":"","id":""}
e7c03627-3e5e-4b18-8523-9d774c67156d,Mervin Haag,Male,45,Limpopo,Divorced,High School,6489.00,Teller and Cashier,Funeral Cover,43,28905,38851,1817,1928,754,12978,Murder For Claims,Y,2023-07-01,-22.9620252|30.7740556,{"hash":"a34650059ad58e9a","number":"","street":"","unit":"","city":"Green Farm","district":"","region":"New","postcode":"","id":"96610516_9629694"}
4abf7742-8826-4bbe-a7a3-b2b1ee5e09a1,Rigoberto Mohr,Female,50,KwaZulu-Natal,Single,High School,2100.00,Taxi Driver,Standard Legal Plan,19,86935,94382,2359,4645,609,4200,,N,2022-01-01,-30.0576307|30.8803112,{"hash":"463067d1f0783483","number":"10","street":"BJORSETH CRESCENT","unit":"","city":"","district":"","region":"","postcode":"","id":""}
66050757-aff4-4258-842c-59e6ad8eac0a,Adrian O'Hara,Female,26,Limpopo,Married,High School,2000.00,Security Guard,Funeral Cover,29,22867,46543,615,1595,664,4000,False documentation,Y,2022-08-01,-22.9624479|30.7769344,{"hash":"c227bcd4f5e98b5b","number":"","street":"","unit":"","city":"Green Farm","district":"","region":"New","postcode":"","id":"96610516_9629695"}
726550b8-2781-4498-aba0-2d31e1bf6026,Mariana Willms,Male,65,Free State,Single,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,24,79785,99508,2062,4892,666,5000,,N,2021-11-01,-22.968817|30.4307577,{"hash":"de43be9755acebe1","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9627196"}
5a1368f8-a810-4114-aa01-501a5eaab110,Hailie Roob,Female,43,KwaZulu-Natal,Married,High School,6489.00,Teller and Cashier,Funeral Cover,50,22664,30034,1493,1004,271,12978,Faked death,Y,2021-04-01,-30.0575745|30.8279319,{"hash":"49e6c4139d16dc9f","number":"5","street":"510155 STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
5b8bcdff-979e-4a5b-9406-a2708f9b24a9,Jean Schoen,Female,33,Gauteng,Single,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,6,90358,89861,4597,3265,937,21104,,N,2022-02-01,-26.3276845|28.386561,{"hash":"f841dfbaa7f2cedd","number":"3150","street":"MZIMAYI STREET","unit":"","city":"","district":"LANGAVILLE","region":"","postcode":"","id":""}
66142dc4-f755-4fbe-af18-06cfa4e903d4,Hershel Prosacco,Male,34,Mpumalanga,Married,Master,13587.00,Travel Agent,Standard Legal Plan,33,84598,73059,2289,1369,673,27174,,N,2022-01-01,-22.968817|30.4307577,{"hash":"de43be9755acebe1","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9627196"}
1a892d80-f772-4dc5-a945-95e1781d3d14,Jessica Grimes,Female,34,Northern Cape,Single,High School,11653.00,Telesales and Telemarketing,Funeral Cover,13,24644,40919,1565,2878,653,23306,,N,2023-08-01,-22.9524591|30.4288627,{"hash":"1bf9f0fd3f36a71e","number":"","street":"","unit":"","city":"Ngovhela","district":"","region":"Thulamela","postcode":"","id":"96610523_9627183"}
b8f2aca0-cc00-4776-9e26-5a1ca45f0ef5,Eloisa Rippin,Female,25,KwaZulu-Natal,Married,High School,6489.00,Teller and Cashier,Standard Legal Plan,36,62173,86142,2988,2217,972,12978,,N,2023-05-01,-30.0576566|30.8237406,{"hash":"c93fac697355b2be","number":"4","street":"IMBABALA CLOSE","unit":"","city":"","district":"","region":"","postcode":"","id":""}
034a1c39-c887-4b4c-833b-e028b6835c84,Cleveland Beier,Female,59,Free State,Married,Master,14628.00,Nurse,Standard Legal Plan,13,61325,93220,2871,4557,507,29256,,N,2023-06-01,-22.9620252|30.7740556,{"hash":"a34650059ad58e9a","number":"","street":"","unit":"","city":"Green Farm","district":"","region":"New","postcode":"","id":"96610516_9629694"}
a550460a-cea5-4fdb-b72a-e5915be76207,Ward Schneider,Male,40,KwaZulu-Natal,Divorced,Bachelor,18000.00,Teacher,Funeral Cover,36,14776,46545,1776,557,746,36000,Faked death,Y,2023-11-01,-30.0576386|30.8251138,{"hash":"3a568b99a2cfbccc","number":"229","street":"LUCKY DUBE DRIVE","unit":"","city":"","district":"","region":"","postcode":"","id":""}
4ed6db93-be6b-469e-a769-bd792eb4fb75,Kaia Lesch,Male,29,Gauteng,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,26,20333,38102,1422,2418,768,6000,,N,2023-05-01,-25.7674281|28.2510103,{"hash":"be61f1ccc1406c78","number":"414","street":"MACKENZIE STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
a720db09-062b-47c0-97c9-95d3e0b090fc,Gussie Ward,Male,44,Limpopo,Single,High School,2100.00,Taxi Driver,Funeral Cover,33,22548,32667,1575,1986,736,4200,False documentation,Y,2022-12-01,-22.886503|30.7799095,{"hash":"3665d38cd2facd73","number":"","street":"","unit":"","city":"Phaweni","district":"","region":"New","postcode":"","id":"96610547_9629696"}
8227efbd-a320-4d6c-818d-e9ab83010d49,Geoffrey Mitchell,Female,42,Northern Cape,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,36,91287,52058,3336,1221,846,4200,,N,2023-03-01,-22.9517681|30.4293121,{"hash":"b2dd929be6c737cc","number":"","street":"","unit":"","city":"Ngovhela","district":"","region":"Thulamela","postcode":"","id":"96610523_9627184"}
ff14afa8-06e1-4176-ab87-818a1108003b,Rubie Mante,Female,55,Limpopo,Married,High School,2000.00,Security Guard,Standard Legal Plan,13,84841,67168,4937,3692,550,4000,,N,2023-05-01,-22.9528356|30.5658454,{"hash":"8c626e8e9e9bd6d0","number":"","street":"","unit":"","city":"Dumasi","district":"","region":"Thulamela","postcode":"","id":"96610532_9629697"}
cb11fe0f-ccf6-416b-bf13-0a4c4d2d0d56,Katelin Hoeger,Male,37,Mpumalanga,Single,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,9,85715,62994,4831,3190,798,21104,,N,2023-08-01,-22.9620252|30.7740556,{"hash":"a34650059ad58e9a","number":"","street":"","unit":"","city":"Green Farm","district":"","region":"New","postcode":"","id":"96610516_9629694"}
e5d09f71-681c-4649-80be-799a7d6b8961,Tyler Corkery,Female,48,Mpumalanga,Married,High School,3000.00,Domestic Worker,Funeral Cover,48,14983,42896,527,777,286,6000,,N,2023-09-01,-22.9624479|30.7769344,{"hash":"c227bcd4f5e98b5b","number":"","street":"","unit":"","city":"Green Farm","district":"","region":"New","postcode":"","id":"96610516_9629695"}
aa3767f3-717b-44b9-96de-16e548b158de,Creola Heller,Female,44,Eastern Cape,Divorced,High School,6489.00,Teller and Cashier,Standard Legal Plan,54,80703,53658,4906,4953,962,12978,,N,2023-04-01,-33.8287718|25.4933633,{"hash":"2503af9193d79049","number":"38","street":"Emacetheni Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
c4b0b276-aa40-4b56-9f62-6f20af858f00,Madison Robel,Female,62,Limpopo,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,52,69902,54524,3447,2561,677,5000,,N,2023-09-01,-22.9688058|30.437104,{"hash":"587b77543319fbc7","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9629698"}
6bc61fb5-303c-41db-9660-edb48589aa10,Orland Leffler,Female,34,Mpumalanga,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,45,20771,42733,1659,1848,512,5000,False documentation,Y,2023-09-01,-22.886503|30.7799095,{"hash":"3665d38cd2facd73","number":"","street":"","unit":"","city":"Phaweni","district":"","region":"New","postcode":"","id":"96610547_9629696"}
623ad272-131d-4219-91aa-23472d30245e,Alvis Lindgren,Female,49,KwaZulu-Natal,Married,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,46,67958,86167,2271,2265,890,21104,,N,2022-01-01,-30.0575746|30.8260403,{"hash":"152bc293a7f6be6f","number":"9","street":"10058 STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
64967c07-6783-4615-9c38-58af3b504f99,Amie Hansen,Female,59,North West,Married,High School,6489.00,Teller and Cashier,Funeral Cover,33,13691,32782,942,1641,305,12978,Faked death,Y,2023-04-01,-22.886503|30.7799095,{"hash":"3665d38cd2facd73","number":"","street":"","unit":"","city":"Phaweni","district":"","region":"New","postcode":"","id":"96610547_9629696"}
b7635444-c613-4d71-97be-99b813459f0c,Lexi Sipes,Female,40,Northern Cape,Married,Bachelor,18000.00,Teacher,Standard Legal Plan,15,90824,71091,3326,1272,777,36000,,N,2022-04-01,-22.9516433|30.4290327,{"hash":"31ec3db99e4a83b1","number":"","street":"","unit":"","city":"Ngovhela","district":"","region":"Thulamela","postcode":"","id":"96610523_9627185"}
31c619ab-5f59-40d3-9006-260b73738434,Loy Bashirian,Male,39,KwaZulu-Natal,Divorced,PhD,40943.17,Cyber security engineer,Standard Legal Plan,23,56513,88765,2549,3442,936,81886.34,Fake legal bills,Y,2021-01-01,-30.0576053|30.8195101,{"hash":"10f600db0b55e485","number":"83","street":"LUCKY DUBE DRIVE","unit":"","city":"","district":"","region":"","postcode":"","id":""}
de6acc84-7d43-4a89-aa2e-d49581dc6cca,Lavonne Casper,Male,54,Eastern Cape,Married,Bachelor,46875.08,Investment banker,H.E.L.P Cover,50,65132,82491,3012,1085,760,82491,,N,2022-12-01,-33.8287521|25.4973503,{"hash":"db7253a847f6a540","number":"3","street":"Mbudede Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
de6acc84-7d43-4a89-aa2e-d49581dc6cca,Lavonne Casper,Male,54,Eastern Cape,Married,Bachelor,46875.08,Investment banker,Standard Legal Plan,50,80330,62863,3199,1438,771,145354,,N,2022-02-01,-33.8287387|25.4975617,{"hash":"ead863dfad8a0c3f","number":"1","street":"Mbudede Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
ce31910f-e3c0-424a-951c-70f2e9eeb936,Hermina Aufderhar,Female,44,Eastern Cape,Divorced,Master,16885.00,Police Officer,Standard Legal Plan,20,87059,53267,3503,4987,849,33770,,N,2023-08-01,-33.8287527|25.4936649,{"hash":"ceb27ddc92c98ec8","number":"24","street":"Emacetheni Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
bbeca10b-eb46-4c29-b5ee-3289a6816537,Dovie Runolfsson,Male,58,KwaZulu-Natal,Married,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,28,73747,56848,2660,3553,814,16566,,N,2021-11-01,-30.0575625|30.8278291,{"hash":"07b93180ef9588cd","number":"3","street":"510155 STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
4bba463b-e084-49f8-9961-cc1fa57fb2a7,Toy Dooley,Male,25,Western Cape,Married,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,29,79695,57262,2897,3870,988,21104,,N,2023-09-01,-34.0507098|18.449007,{"hash":"10bde059b98fb350","number":"24","street":"RUSKIN Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
b6732f3a-cb3e-4637-a0c7-583b2dd4117c,Adela Stokes,Female,57,Western Cape,Single,High School,6489.00,Teller and Cashier,Funeral Cover,19,12439,37678,1019,2226,325,12978,,N,2021-04-01,-34.050698|18.4492449,{"hash":"605647510f248524","number":"22","street":"RUSKIN Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
b5c6d36d-c32d-4acf-99b7-31d3c9737559,Carter Wunsch,Male,43,Limpopo,Married,High School,3000.00,Domestic Worker,Funeral Cover,41,28982,46384,1728,1970,472,6000,Murder For Claims,Y,2022-07-01,-22.8853812|30.7833004,{"hash":"117bac94bb81af7a","number":"","street":"","unit":"","city":"Phaweni","district":"","region":"New","postcode":"","id":"96610547_9629699"}
082658da-9e82-4cb6-8aca-da52f9112b79,Colt Towne,Female,54,Mpumalanga,Divorced,Master,14628.00,Nurse,Standard Legal Plan,49,88630,60856,3213,4929,892,29256,,N,2023-11-01,-22.9528356|30.5658454,{"hash":"8c626e8e9e9bd6d0","number":"","street":"","unit":"","city":"Dumasi","district":"","region":"Thulamela","postcode":"","id":"96610532_9629697"}
35c4008f-a975-499a-9d4f-b06fd4f69405,Eriberto Leannon,Female,61,Western Cape,Married,High School,10552.00,Switchboard and Receptionist,Funeral Cover,30,13902,34775,578,1476,537,21104,Faked death,Y,2021-01-01,-34.0506904|18.4494755,{"hash":"7914cc254b49f77a","number":"20","street":"RUSKIN Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
fb7fdbb9-8c1c-4bbc-ac75-633161acae16,Marcelle Hermann,Male,65,Gauteng,Married,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,56,72166,74220,2719,3630,599,21104,,N,2021-11-01,-26.2645617|28.2483931,{"hash":"0a1aa4518cc998e4","number":"31","street":"SONSKYN ROAD","unit":"","city":"","district":"SUNWARD PARK","region":"","postcode":"","id":""}
f2bb0d05-8bf6-4084-820e-b26c619631cf,Salma Borer,Female,64,Mpumalanga,Single,High School,11653.00,Telesales and Telemarketing,Funeral Cover,21,14900,45482,1315,2715,721,23306,Faked death,Y,2022-08-01,-22.9688058|30.437104,{"hash":"587b77543319fbc7","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9629698"}
3ba2fa6d-f283-4e90-8e68-28eccec5867d,Fabian Harber-Deckow,Female,55,Eastern Cape,Married,High School,2000.00,Security Guard,Funeral Cover,6,10992,30311,1297,1204,681,4000,,N,2023-10-01,-33.8287849|25.4938834,{"hash":"7508289878ae1f74","number":"18-20","street":"Mengoma Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
b8721ad8-eef9-4717-9d68-4decfb84da19,Joanie Bahringer,Female,28,Northern Cape,Married,High School,2000.00,Security Guard,Funeral Cover,47,25108,44503,1563,2620,295,4000,,N,2021-10-01,-22.9527906|30.4292975,{"hash":"b37e3342a182aac6","number":"","street":"","unit":"","city":"Ngovhela","district":"","region":"Thulamela","postcode":"","id":"96610523_9627186"}
6b9443b1-58e6-4477-9907-2251b9abe872,Aglae Walsh,Male,37,Gauteng,Married,High School,2100.00,Taxi Driver,Funeral Cover,11,10328,36727,677,1567,533,4200,Faked death,Y,2022-06-01,-25.602894|28.0961241,{"hash":"d863d1e7e7d2f6f2","number":"6837","street":"A41214","unit":"","city":"","district":"","region":"","postcode":"","id":""}
b2dcbc6c-e1f7-4d14-99c8-2124eecbe754,Nathaniel Crist,Male,30,Eastern Cape,Married,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,11,21806,42866,1244,2098,729,22822,Murder For Claims,Y,2023-10-01,-33.8287657|25.4941872,{"hash":"1919c955719cc322","number":"17-19","street":"Mengoma Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
7c7833d8-9421-488b-8fee-38fa96656086,Brionna Powlowski,Male,52,Limpopo,Single,Master,51872.83,Judge,Standard Legal Plan,44,81319,83211,2012,4256,870,83211,,N,2023-03-01,-22.9521011|30.5634065,{"hash":"f35e9b0b739ea639","number":"","street":"","unit":"","city":"Dumasi","district":"","region":"Thulamela","postcode":"","id":"96610532_9629700"}
b94db843-f4f8-4f1e-83b9-95e989bae5c0,Finn Heller,Male,25,KwaZulu-Natal,Married,High School,8283.00,Ticketing clerk,Funeral Cover,59,28182,42960,1608,1979,478,16566,,N,2021-04-01,-30.0575813|30.8181272,{"hash":"fd9587b7ab670fea","number":"45","street":"ACE NTSOELENGOE CRESCENT","unit":"","city":"","district":"","region":"","postcode":"","id":""}
c35039ad-8655-4c4e-ba8c-b2198b07626a,Ottilie Kling,Female,26,Northern Cape,Married,High School,2100.00,Taxi Driver,Standard Legal Plan,6,89443,50903,3334,1568,722,4200,,N,2022-07-01,-22.9525011|30.4298457,{"hash":"623a50a5e210e9a4","number":"","street":"","unit":"","city":"Ngovhela","district":"","region":"Thulamela","postcode":"","id":"96610523_9627187"}
8ff58c32-506f-4db1-9ec6-15330b55b096,Jayson Rau,Male,59,KwaZulu-Natal,Single,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,59,12646,35218,1007,1563,580,21104,False documentation,Y,2022-05-01,-30.0575517|30.8298806,{"hash":"737c4b45fea72bc7","number":"21","street":"UNKONKA PLACE","unit":"","city":"","district":"","region":"","postcode":"","id":""}
67c25dee-5272-45d1-94dd-14a3e3f7cff5,Crystal Reynolds,Male,64,Northern Cape,Divorced,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,12,25187,42311,1400,2725,666,22822,Faked death,Y,2023-09-01,-22.9531846|30.429915,{"hash":"4d51304bdf14e9a2","number":"","street":"","unit":"","city":"Ngovhela","district":"","region":"Thulamela","postcode":"","id":"96610523_9627188"}
ebfa70df-6f88-43f5-8675-d308b947fd7b,Tristian Lockman,Female,27,Eastern Cape,Single,Bachelor,18000.00,Teacher,H.E.L.P Cover,53,92736,95880,4800,1417,542,36000,,N,2021-06-01,-33.8287062|25.4943973,{"hash":"11de269af61d6524","number":"18","street":"Emacetheni Street","unit":"","city":"","district":"","region":"","postcode":"","id":""}
0975a009-1900-426e-b3bb-5be89167c059,Bianka Walsh,Female,49,North West,Married,Bachelor,8283.00,Ticketing clerk,Funeral Cover,21,29949,32267,1259,1292,520,16566,,N,2023-11-01,-22.9528356|30.5658454,{"hash":"8c626e8e9e9bd6d0","number":"","street":"","unit":"","city":"Dumasi","district":"","region":"Thulamela","postcode":"","id":"96610532_9629697"}
dab1017b-b9ad-430c-88ac-b10a153abdef,Elenora Barrows,Female,52,North West,Single,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,42,12240,33334,665,2789,389,22822,,N,2023-07-01,-22.9688058|30.437104,{"hash":"587b77543319fbc7","number":"","street":"","unit":"","city":"Maungani","district":"","region":"Thulamela","postcode":"","id":"96610514_9629698"}
b9b5ff9b-4f1e-4edb-9eb7-0ce64eb47348,Alvis Reinger,Male,61,Free State,Single,High School,2100.00,Taxi Driver,Funeral Cover,13,27887,34939,1302,1771,356,4200,False documentation,Y,2022-06-01,-22.9624479|30.7769344,{"hash":"c227bcd4f5e98b5b","number":"","street":"","unit":"","city":"Green Farm","district":"","region":"New","postcode":"","id":"96610516_9629695"}
6fb69526-9bc7-4971-a950-2dc5c6712216,Luisa Jacobs,Female,40,Gauteng,Married,High School,6489.00,Teller and Cashier,Funeral Cover,47,24665,36319,1012,1514,689,12978,False documentation,Y,2021-07-01,-26.327797|28.3866919,{"hash":"bef58fa98832d464","number":"3243","street":"MZIMAYI STREET","unit":"","city":"","district":"LANGAVILLE","region":"","postcode":"","id":""}
a845a296-815e-44a3-8714-4e6feff2a511,Lizzie Schuster,Male,67,Free State,Single,Master,18000.00,Teacher,Funeral Cover,38,20496,44173,1839,782,619,36000,,N,2021-09-01,-22.886503|30.7799095,{"hash":"3665d38cd2facd73","number":"","street":"","unit":"","city":"Phaweni","district":"","region":"New","postcode":"","id":"96610547_9629696"}
2c6dc5a9-4040-4f7f-906c-8c627a5f0414,Arno Greenfelder,Male,34,Northern Cape,Married,High School,2100.00,Taxi Driver,Standard Legal Plan,5,86105,58945,2268,2633,670,4200,,N,2023-05-01,-22.9534435|30.4301668,{"hash":"30cdbdf94ba4ffba","number":"","street":"","unit":"","city":"Ngovhela","district":"","region":"Thulamela","postcode":"","id":"96610523_9627189"}
07c02df1-0618-4bc3-836f-7b83e4d78c73,Mallie Rempel,Female,58,Limpopo,Divorced,High School,8283.00,Ticketing clerk,Funeral Cover,26,10623,46463,1502,2106,472,16566,Faked death,Y,2022-12-01,-22.9546094|30.5656029,{"hash":"f3f13b332c70ccbc","number":"","street":"","unit":"","city":"Dumasi","district":"","region":"Thulamela","postcode":"","id":"96610532_9629701"}
7bff47d8-df00-44c6-9c97-ba6275c08e95,Hanna Bogisich,Male,36,KwaZulu-Natal,Single,High School,2000.00,Security Guard,Standard Legal Plan,50,74660,62759,2357,4031,821,4000,,N,2021-05-01,-30.057646|30.8262782,{"hash":"b854f82285868727","number":"6","street":"10058 STREET","unit":"","city":"","district":"","region":"","postcode":"","id":""}
db2bb97a-924d-4dd0-bea1-f1ad364a2ed9,Josefa Mayer-McCullough,Male,54,Free State,Married,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,17,71229,69508,4974,1260,805,5000,Fake legal bills,Y,2021-07-01,-22.9528356|30.5658454,{"hash":"8c626e8e9e9bd6d0","number":"","street":"","unit":"","city":"Dumasi","district":"","region":"Thulamela","postcode":"","id":"96610532_9629697"}
cc61f06f-60ac-4720-b398-9f7828a455b0,Christine Schmitt,Female,65,Western Cape,Divorced,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,24,20446,32968,1854,1589,618,5000,,N,2022-08-01,-34.0513864|18.4503456,{"hash":"a98f87cc1e800049","number":"5","street":"ARISTEA Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
ac5424fc-a01b-41a5-94d5-9ba5757f1d1d,Burnice Reichel,Female,32,Gauteng,Married,High School,10261.00,Data Capturing,Funeral Cover,45,10784,42216,1465,1512,268,20522,,N,2022-10-01,-26.382646|28.118632,{"hash":"4a56f9ef7e20c280","number":"117","street":"HONDA STREET","unit":"","city":"","district":"EDEN PARK","region":"","postcode":"","id":""}
cba6e6fe-f059-4bea-9445-657661dc4d25,Mark Jenkins,Male,33,North West,Single,Bachelor,10261.00,Data Capturing,Funeral Cover,12,14522,48235,1157,1431,450,20522,False documentation,Y,2023-12-01,-22.8853812|30.7833004,{"hash":"117bac94bb81af7a","number":"","street":"","unit":"","city":"Phaweni","district":"","region":"New","postcode":"","id":"96610547_9629699"}
7ed09219-ac92-4f24-bb3d-7e9e7c2196aa,Max Conroy,Male,37,Gauteng,Married,High School,2000.00,Security Guard,Funeral Cover,56,15119,32262,693,2861,213,4000,Murder For Claims,Y,2022-02-01,-26.19294|28.2540096,{"hash":"59e7f669aabff765","number":"604","street":"TRICHARDTS ROAD","unit":"","city":"","district":"RAVENSWOOD AH","region":"","postcode":"","id":""}
7b21a7e6-c5d0-4966-a556-511e7e08743d,Celine Pollich,Male,29,Western Cape,Married,Master,16885.00,Police Officer,Standard Legal Plan,14,79563,70474,4028,2571,851,33770,,N,2023-03-01,-34.0513864|18.4503456,{"hash":"8e01c4f9049f8b88","number":"7","street":"RUSKIN Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
7b590ed7-1334-4c55-affb-972f5443f7a1,Gretchen Romaguera,Female,69,Gauteng,Single,High School,2100.00,Taxi Driver,Funeral Cover,11,26912,46281,1664,2423,483,4200,,N,2021-07-01,-26.3611997|28.4235309,{"hash":"2563c3cd5d6920b1","number":"309","street":"UMFUSAMVUBU STREET","unit":"","city":"","district":"JOHN DUBE VILLAGE","region":"","postcode":"","id":""}
e14354f0-c94f-4276-846f-4fb9c34a63e7,Drew Cole,Male,63,Western Cape,Divorced,Master,41789.50,Chartered accountant,H.E.L.P Cover,20,51463,63339,2384,1607,960,63339,,N,2022-06-01,-34.0514754|18.4502727,{"hash":"8cdd53f5117079c6","number":"5 A","street":"ARISTEA Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
9ae1176c-886f-4935-b80a-785f391d79ee,Sibyl Stamm,Female,48,Western Cape,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,42,21176,39287,976,842,230,6000,False documentation,Y,2023-01-01,-34.0509115|18.4501373,{"hash":"c33be4a830721fe5","number":"14","street":"RUSKIN Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
0d0b0ff9-4349-497c-bfbd-a1c1477195ca,Margarita Douglas,Male,59,Mpumalanga,Divorced,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,47,14625,42224,1510,776,344,5000,Faked death,Y,2021-04-01,-22.8853812|30.7833004,{"hash":"117bac94bb81af7a","number":"","street":"","unit":"","city":"Phaweni","district":"","region":"New","postcode":"","id":"96610547_9629699"}
f60fbe54-6d54-4f63-a8a2-9128ee51b903,Ambrose Connelly,Male,34,Western Cape,Married,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,19,10939,47159,627,2783,242,5000,Murder For Claims,Y,2023-11-01,-34.0507005|18.4496972,{"hash":"8521f9fb48c9381e","number":"18","street":"RUSKIN Road","unit":"","city":"","district":"","region":"","postcode":"","id":""}
945c6895-43b8-479a-8fd2-a69aea4d51c3,Marisa Jones,Male,68,North West,Single,High School,11653.00,Telesales and Telemarketing,Standard Legal Plan,29,79036,99495,4223,4127,506,23306,,N,2023-10-01,-22.9521011|30.5634065,{"hash":"f35e9b0b739ea639","number":"","street":"","unit":"","city":"Dumasi","district":"","region":"Thulamela","postcode":"","id":"96610532_9629700"}
