unique_id,name,gender,age,area,marital_Status,qualification,income,occupation,policy,months_as_customer,cls,umbrella_limit,annual_premium,capital_loss,capital_gain,total_claim,fraud_reason,fraud,date,location
ee619fd8-dab5-428e-a587-3d18174bcc22,Jermaine Larkin,Male,66,Mpumalanga,Divorced,High School,3000.00,Domestic Worker,Domestic Worker Cover,47,35335,21651,2358,912,463,6000,False documentation,Y,2022-10-01,-22.8797361|30.6249856
0beb6999-2619-40af-b544-3d7764c40ada,Arnoldo Pfeffer,Male,45,North West,Single,Master,18000.00,Teacher,Funeral Cover,29,13447,39439,819,2865,500,36000,Faked death,Y,2021-03-01,-22.8845083|30.6205179
a10636d9-6dc1-4d54-8330-38dcd44c742e,Mariana Dickinson,Male,27,North West,Married,High School,2000.00,Security Guard,Standard Legal Plan,33,67568,96139,2192,1115,923,4000,,N,2022-06-01,-22.8849583|30.6207826
27d413c9-52ab-4b16-b265-5121df1c48b4,William Dach,Female,34,Mpumalanga,Married,Bachelor,8283.00,Ticketing clerk,Funeral Cover,54,26495,41439,1680,842,305,16566,,N,2021-11-01,-22.8842634|30.6188963
29adde6a-44d6-4fe7-b1a1-18740786907c,Vicky Haag,Male,52,Western Cape,Single,Bachelor,11411.00,Clients and Customer Support,Standard Legal Plan,49,92368,99651,4216,3113,637,22822,Misrepresentation of legal cases,Y,2022-08-01,-34.1443352|18.358145
a94a55ff-4e2f-4a17-8473-75485dc9e3bd,Darren Nienow,Female,29,Western Cape,Single,Bachelor,14628.00,Nurse,Funeral Cover,35,20000,41499,627,2246,465,29256,,N,2023-12-01,-34.1442312|18.3581094
5c737a13-673e-411c-889f-65d0209ab4f2,Quinten Franecki,Female,68,Eastern Cape,Married,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,38,29920,43487,1037,614,435,21104,Murder For Claims,Y,2022-09-01,-33.8280333|25.3960941
01b9324b-3126-4022-8a25-372090d2990c,Annabell Watsica,Male,43,Western Cape,Single,High School,8283.00,Ticketing clerk,Funeral Cover,42,12375,45325,1551,1012,606,16566,Murder For Claims,Y,2023-10-01,-34.144686|18.3585638
b903e857-548b-42af-a3dc-c599a45feadc,Louie Zemlak,Female,33,North West,Married,High School,2000.00,Security Guard,Funeral Cover,51,22619,36512,1145,2448,484,4000,Faked death,Y,2022-12-01,-22.8859971|30.6222013
029ef6ad-2a01-4fb0-9934-7cdf35f2e70e,Sally King,Female,39,Mpumalanga,Married,Master,13587.00,Travel Agent,Standard Legal Plan,25,81606,98508,4838,1049,696,27174,,N,2021-11-01,-22.8840251|30.6200744
e7789b12-bfa6-4282-bb6a-f5ebaeb240a7,Imani Runte,Female,52,Eastern Cape,Divorced,Bachelor,8283.00,Ticketing clerk,Funeral Cover,24,26347,45849,1883,1767,586,16566,,N,2023-12-01,-33.8145852|25.5079768
c6d65882-ee07-4ba0-a3e5-2b891d4458a4,Savanah Homenick,Male,64,Mpumalanga,Married,Bachelor,16885.00,Police Officer,Funeral Cover,25,24122,38001,1843,1292,460,33770,Faked death,Y,2022-05-01,-22.8845083|30.6205179
cf97dcb7-91ec-4ff6-9564-4b47aaafaa27,Braeden Crist,Female,65,Eastern Cape,Divorced,High School,11411.00,Clients and Customer Support,Standard Legal Plan,35,73842,78184,3643,4513,683,22822,,N,2022-06-01,-33.8146132|25.5108568
ddd5783a-ee4e-44e8-b724-0588561d81c2,Karlie Lueilwitz-Schmitt,Female,39,Northern Cape,Married,High School,2100.00,Taxi Driver,Standard Legal Plan,10,55354,83282,2310,2909,628,4200,,N,2023-10-01,-23.0044546|30.404259
426373ef-d3ff-4b38-9db4-2cddfb7eec74,Juwan Dietrich,Male,41,Eastern Cape,Single,Master,18000.00,Teacher,Funeral Cover,11,18078,40133,1921,1445,299,36000,Murder For Claims,Y,2021-12-01,-33.8282797|25.3950308
0ccf6e0b-9317-4205-a52a-622a3603345b,Jarrod Roberts,Female,35,Mpumalanga,Married,High School,2000.00,Security Guard,Standard Legal Plan,12,77855,56943,2838,3428,640,4000,,N,2022-02-01,-22.8849583|30.6207826
395fccff-04a2-47ed-acde-35c37bf79e2b,Johnson Legros,Male,53,Gauteng,Married,Bachelor,14628.00,Nurse,Funeral Cover,39,29612,42229,925,2595,600,29256,False documentation,Y,2023-02-01,-25.7583413|28.3126849
c5d5ec5c-b09e-492c-ae3d-803c543a51b1,Gonzalo Boyle,Female,68,Eastern Cape,Married,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,39,78658,98877,3850,2635,818,5000,,N,2022-07-01,-33.8283176|25.3748249
029cd7bd-ed86-44cf-92d6-d0f36d71310e,Christop Block,Male,51,Northern Cape,Single,High School,6489.00,Teller and Cashier,Funeral Cover,26,26972,37417,895,2550,285,12978,,N,2022-11-01,-22.8806958|30.6264815
4cba1a72-d94d-4d70-bcd6-d1fb886b70bd,Benny Beer-Conroy,Female,55,Limpopo,Divorced,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,15,14972,32639,1805,1262,349,22822,,N,2023-08-01,-22.8797361|30.6249856
ea2d4c75-88df-4a4a-bc8d-f71d834a75cd,Carroll Beier,Male,42,Gauteng,Divorced,Bachelor,14628.00,Nurse,Funeral Cover,32,12281,33547,968,2980,270,29256,Faked death,Y,2023-05-01,-25.7770261|28.3086592
0da818de-7687-467b-a214-aa90bea56d93,Peyton Lind,Male,44,Free State,Single,High School,3000.00,Domestic Worker,Funeral Cover,25,18773,34027,1366,1454,576,6000,Murder For Claims,Y,2023-05-01,-23.0044546|30.404259
2f5b6079-e050-43c8-9e4f-4efbe0580980,Coleman Koch,Male,60,Free State,Single,High School,3000.00,Domestic Worker,Domestic Worker Cover,5,36452,34175,2490,517,225,6000,,N,2021-11-01,-22.8806958|30.6264815
861add12-3fff-48af-84bc-ade4a5077ec1,Bud Okuneva,Female,25,Northern Cape,Divorced,High School,2000.00,Security Guard,Funeral Cover,57,26313,39600,956,1285,768,4000,,N,2021-10-01,-22.8806362|30.6266801
032f0d83-ef7c-4123-bcd0-8a1fcd1eba0f,Sydnee Howe,Female,34,KwaZulu-Natal,Divorced,Master,16885.00,Police Officer,Funeral Cover,30,15840,47222,1727,992,305,33770,,N,2022-02-01,-30.1690855|30.761469
837befce-41ba-4da9-b6ad-07b0f23e69d5,Guido Smith,Female,43,Eastern Cape,Single,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,11,82391,70568,2951,4170,875,5000,,N,2021-03-01,-33.8290128|25.374191
838177cf-d2fd-47df-84e0-079aba32b384,Chanelle Veum-Watsica,Male,45,North West,Single,High School,2000.00,Security Guard,Standard Legal Plan,51,64879,90951,4694,4396,663,4000,,N,2023-10-01,-22.8859247|30.6219012
9d5f1dc0-5c0a-407c-9694-f9386d7b593a,Angel Cartwright-Mraz,Male,66,Western Cape,Single,PhD,40943.17,Cyber security engineer,H.E.L.P Cover,28,72506,57270,4406,4333,541,57270,,N,2021-04-01,-34.1346931|18.3765015
d161fe7b-1ed7-4a25-902d-537605c16451,Vallie Rippin,Male,59,Limpopo,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,31,20394,30998,1672,1032,684,4200,,N,2023-10-01,-22.8842634|30.6188963
b581bb09-0cfd-4179-a520-ea661ea072d3,Terry Gorczany,Female,68,KwaZulu-Natal,Married,Bachelor,18000.00,Teacher,H.E.L.P Cover,45,57379,76428,2673,1733,971,36000,,N,2023-06-01,-30.1690862|30.7618399
e53b3bdb-fc73-42eb-940b-a51b937c0522,Else Dicki,Male,26,Mpumalanga,Divorced,Master,14628.00,Nurse,Standard Legal Plan,43,58247,64633,4173,4792,961,29256,,N,2023-02-01,-22.8859971|30.6222013
e659dda2-6bf5-4b5b-9d2b-afea9fada9a6,Maudie Reichel,Male,55,Western Cape,Married,PhD,46957.33,Plant manager,H.E.L.P Cover,56,57360,58764,4491,4289,904,58764,,N,2021-07-01,-34.129781|18.3786139
e659dda2-6bf5-4b5b-9d2b-afea9fada9a6,Maudie Reichel,Male,55,Western Cape,Married,PhD,46957.33,Plant manager,Standard Legal Plan,56,57295,81937,3323,4674,996,140701,,N,2022-11-01,-34.1297752|18.3788203
76fabed3-c4f3-4e8d-ad78-50bc5b79cdb2,Tracey Frami,Female,64,Western Cape,Married,Bachelor,18000.00,Teacher,Standard Legal Plan,58,65248,62444,2033,3729,752,36000,,N,2021-11-01,-34.1297977|18.3787209
ccaa3f8d-f8e1-47ac-859a-eb37dd31d3e5,Maynard Lueilwitz,Male,61,KwaZulu-Natal,Married,Bachelor,13587.00,Travel Agent,Funeral Cover,59,11740,37592,1726,1807,436,27174,,N,2021-05-01,-30.1690853|30.7615744
f333baa2-ef95-4238-ad7c-3ed4d0315245,Ila Bernhard,Female,52,Mpumalanga,Married,High School,10552.00,Switchboard and Receptionist,Funeral Cover,28,17823,43551,1920,2956,448,21104,Murder For Claims,Y,2022-07-01,-22.8859247|30.6219012
35aaebe9-0e9d-449f-a995-eee31f4dc632,Burnice Turcotte,Male,52,Eastern Cape,Married,High School,8283.00,Ticketing clerk,Standard Legal Plan,28,97497,56391,3778,1344,816,16566,,N,2022-02-01,-33.8342156|25.3964873
0492be0c-ce38-4ec5-81b4-c26ae51f79ea,Violet Ritchie,Male,59,North West,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,44,98549,98990,2992,4418,987,5000,,N,2021-04-01,-22.8847664|30.622391
e0a456fd-4a73-4883-a80e-acda59a60141,Catherine Halvorson,Male,29,KwaZulu-Natal,Divorced,Master,14628.00,Nurse,Standard Legal Plan,34,59123,73804,3432,2610,726,29256,,N,2023-10-01,-30.1690785|30.7596597
cb9f7f54-7f3f-4f81-89ab-0aa160849273,Flavie Gottlieb,Male,46,Mpumalanga,Married,Bachelor,14628.00,Nurse,Standard Legal Plan,38,86605,62742,2541,3385,803,29256,,N,2021-01-01,-22.8847664|30.622391
fa4c3593-a755-4a66-91bd-6bce37004bab,Corene Kub,Female,28,Gauteng,Married,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,51,24594,46701,1313,2029,206,5000,,N,2022-03-01,-25.7209175|28.3937935
08f18233-0cb2-45aa-83dd-8b11abbf6123,Cynthia Hickle,Female,48,KwaZulu-Natal,Married,Master,16885.00,Police Officer,H.E.L.P Cover,45,94779,80867,4725,4304,943,33770,,N,2021-11-01,-30.1690919|30.7707888
b6813a69-1038-4ab5-9145-ad68c2507bbb,Waylon Reichel,Female,68,Mpumalanga,Single,Bachelor,10261.00,Data Capturing,Funeral Cover,42,18302,31954,1848,2321,300,20522,,N,2021-08-01,-22.8843693|30.6225433
2cc7ab8d-9fb9-415e-8824-bb334896e88c,Rodrick Kassulke,Male,67,Western Cape,Married,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,32,62787,77141,2627,3739,872,5000,Fake legal bills,Y,2022-10-01,-34.1299663|18.3786203
12eb1865-772e-4367-9108-b8108c6393ee,Shane Bins,Male,48,Limpopo,Single,High School,8283.00,Ticketing clerk,Standard Legal Plan,57,83480,81915,4880,2503,996,16566,,N,2022-07-01,-22.8840251|30.6200744
8e9a7455-e679-4001-9c55-632c1381341b,Elouise Borer,Female,37,Limpopo,Divorced,Bachelor,18000.00,Teacher,H.E.L.P Cover,13,54634,54055,3575,4049,911,36000,,N,2023-04-01,-22.8845083|30.6205179
f38df067-dc9e-4a34-af36-8a4675ff1462,Daisha Schaden,Female,29,KwaZulu-Natal,Divorced,Bachelor,18000.00,Teacher,Standard Legal Plan,30,84164,66278,3613,4949,713,36000,,N,2021-02-01,-30.1690805|30.7734359
d6c9a74d-7e9d-47da-ae8e-3afcee89d741,Juliet Orn,Female,44,Mpumalanga,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,59,58643,98965,3549,4257,881,4200,,N,2023-08-01,-22.8843428|30.6236354
24952a0c-1625-470f-a480-190533c8241b,Phoebe Flatley,Female,40,Northern Cape,Single,High School,11411.00,Clients and Customer Support,Funeral Cover,47,28969,33359,708,520,487,22822,False documentation,Y,2022-11-01,-22.8812452|30.6265411
fe2f2d8a-a75d-42b8-bbeb-e8f03a34871e,Anissa Runolfsson,Male,50,Mpumalanga,Single,High School,10261.00,Data Capturing,Funeral Cover,7,16865,44833,1237,1433,534,20522,,N,2021-09-01,-22.8844884|30.6245554
748ca3f1-1754-4f00-b07e-bee909284cd3,Jayme Pouros,Male,29,Free State,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,56,20960,39390,1959,1909,517,5000,,N,2023-09-01,-22.8806362|30.6266801
25ed3184-04cf-4023-923e-64d5dfa00ce7,Paxton Lubowitz,Male,63,Northern Cape,Single,Master,16885.00,Police Officer,Standard Legal Plan,17,91701,56463,4469,4428,562,33770,,N,2021-09-01,-22.8797361|30.6249856
df8094da-0f75-4e84-b246-de48903ca5e1,Betsy Quitzon,Male,49,Western Cape,Married,Bachelor,14628.00,Nurse,Standard Legal Plan,31,71616,71711,4448,4702,868,29256,,N,2021-06-01,-34.1300978|18.3788788
15280717-f546-4b82-ac76-26d6af4fe336,Lillie Schroeder,Female,60,Limpopo,Divorced,High School,2000.00,Security Guard,Funeral Cover,28,19363,44930,1160,1865,259,4000,,N,2021-06-01,-22.8849583|30.6207826
ea2112c7-ea09-4ec6-a7bd-e5e04d02a387,Laurie Bernhard,Male,51,KwaZulu-Natal,Married,High School,6489.00,Teller and Cashier,Standard Legal Plan,51,82480,83724,3702,2690,836,12978,,N,2022-09-01,-30.1690648|30.7714199
7e3f49d6-2e95-4294-a5e7-8f766f17b0ce,Kaylin Kiehn,Female,35,Northern Cape,Single,High School,3000.00,Domestic Worker,Domestic Worker Cover,9,35202,30537,2183,1672,272,6000,,N,2021-07-01,-22.8842634|30.6188963
3348e3f0-8f02-426e-95e7-addf3710f556,Kiley Treutel,Female,69,Free State,Single,Bachelor,16885.00,Police Officer,Funeral Cover,7,20847,44208,1523,1575,302,33770,,N,2023-03-01,-22.8812452|30.6265411
c3821590-48f6-4276-9e66-d235c3a1e320,Abbigail Feest,Female,34,Limpopo,Single,PhD,40943.17,Cyber security engineer,H.E.L.P Cover,51,94176,53379,3070,2247,753,53379,,N,2021-04-01,-22.8859971|30.6222013
228d6762-bd3d-4fba-ad94-c6b9c12bcb39,Vita Kub,Female,65,Western Cape,Divorced,Bachelor,14628.00,Nurse,Funeral Cover,21,26135,48468,1891,1466,428,29256,,N,2021-12-01,-34.1300067|18.378848
640704c4-40b7-4c10-9ab0-2bf435c61e1d,Malcolm Hayes,Male,42,Northern Cape,Divorced,High School,3000.00,Domestic Worker,Domestic Worker Cover,32,23468,22174,2845,725,363,6000,,N,2022-03-01,-22.8840251|30.6200744
160f5180-d862-4897-b80c-12327ecd4e91,Alford Langosh-Brown,Male,67,Eastern Cape,Single,High School,3000.00,Domestic Worker,Domestic Worker Cover,24,34358,33485,2358,591,471,6000,False documentation,Y,2021-03-01,-33.7784642|25.5720903
f9b63b70-ddfb-42a7-91a4-c9cb3426b9f1,Anabelle Dibbert,Female,46,Western Cape,Divorced,Bachelor,10261.00,Data Capturing,Funeral Cover,51,11653,45977,521,1693,427,20522,Murder For Claims,Y,2022-02-01,-34.1299188|18.3788182
523d3918-a512-462e-b872-c141060976ca,Harrison Collier,Male,38,Gauteng,Married,High School,11411.00,Clients and Customer Support,Standard Legal Plan,47,62607,87199,3985,2115,980,22822,Fake legal bills,Y,2022-10-01,-26.379493|28.1298806
7bf3b75e-d7ab-42e5-b1d6-717e179c41fb,Thomas Turner,Male,30,North West,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,25,56458,93660,2130,4983,869,4200,,N,2023-09-01,-22.8843693|30.6225433
2e4a90c5-1a66-4b9e-9bcc-9b9735f70109,Rhianna Runolfsson-Monahan,Female,58,Western Cape,Single,Bachelor,10552.00,Switchboard and Receptionist,Standard Legal Plan,44,85935,99187,3368,1503,571,21104,,N,2022-07-01,-34.1299701|18.3791396
820b95d6-169b-4a91-a97d-23b7a3f6ee27,Desiree Bechtelar,Male,29,Mpumalanga,Married,Bachelor,10261.00,Data Capturing,Funeral Cover,55,20468,31025,1968,1272,635,20522,False documentation,Y,2022-01-01,-22.8839457|30.6245951
c5012415-fef3-4a8a-aa00-9e09e2b4273c,Cleve Brown,Female,38,Free State,Married,Bachelor,14628.00,Nurse,Funeral Cover,58,11048,34071,581,669,578,29256,,N,2023-07-01,-22.8797361|30.6249856
a4628778-bd9c-4701-960b-e996b59b086d,Bella Berge,Female,34,Limpopo,Divorced,High School,6489.00,Teller and Cashier,Funeral Cover,5,26740,45228,502,2710,216,12978,Faked death,Y,2023-11-01,-22.8859247|30.6219012
aff34774-f8db-4ac9-b493-b72ed339f0de,Fanny Weber,Male,44,Western Cape,Single,Bachelor,11653.00,Telesales and Telemarketing,Standard Legal Plan,18,95168,51085,3725,2131,514,23306,,N,2023-12-01,-34.1298851|18.3791109
de5fcde5-1d5e-4860-92d1-50fdde619672,Benedict Ernser,Female,62,Gauteng,Divorced,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,46,12954,43244,963,2959,557,22822,,N,2022-09-01,-25.7580095|28.2015669
7b05d8fa-84bd-472a-a75a-6bda77c11086,Kailee Morissette,Female,37,Eastern Cape,Divorced,Master,18000.00,Teacher,Funeral Cover,30,15804,33837,1337,2889,335,33837,,N,2023-03-01,-33.7755605|25.5816376
c819a32e-142e-4a37-af8c-69fdb73a71ce,Eliseo Kerluke,Male,42,Gauteng,Single,High School,3000.00,Domestic Worker,Funeral Cover,14,15880,40035,1276,2689,249,6000,False documentation,Y,2022-03-01,-25.4960539|28.0134567
e155f5a5-0cf0-488a-bbf8-177bae8c547b,Kevon Tillman,Male,35,Eastern Cape,Single,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,25,12436,35923,1053,1695,232,23306,Murder For Claims,Y,2023-09-01,-33.8864438|25.5776901
512b69e9-d6ef-4319-9120-f7f1ccc23784,Otha Murazik,Male,65,Eastern Cape,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,25,62565,96798,2044,4128,922,5000,,N,2021-01-01,-33.9148156|25.3474132
653bed09-14f1-4cd8-8407-82cc5f5fee6c,Cade Kerluke,Male,60,Gauteng,Divorced,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,28,81059,76485,2570,3690,820,21104,,N,2022-01-01,-26.1536147|28.4141479
88de5645-0907-49fb-a204-09938abb4a8c,Erin Schmidt,Female,69,North West,Single,Bachelor,46957.33,Plant manager,Standard Legal Plan,6,85654,67488,2151,3954,701,67488,,N,2021-07-01,-22.8843428|30.6236354
88de5645-0907-49fb-a204-09938abb4a8c,Erin Schmidt,Female,69,North West,Single,Bachelor,46957.33,Plant manager,H.E.L.P Cover,6,67686,62506,4915,2578,678,129994,,N,2022-11-01,-22.8844884|30.6245554
b94fcc0b-cb42-41e5-9e54-cee7e565f877,Quinton Kreiger,Female,26,Limpopo,Married,High School,2100.00,Taxi Driver,Standard Legal Plan,49,76805,99448,3716,3820,592,4200,,N,2023-01-01,-22.8847664|30.622391
b14c0db0-4270-4107-af2f-01cbd0a23d33,Myles Beatty,Female,25,Eastern Cape,Married,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,43,65876,62285,4880,1484,622,16566,Misrepresentation of legal cases,Y,2021-10-01,-33.8312675|25.5125627
2258f4b3-bcd1-4fa5-b55a-79b71d60ec81,Rylee Murphy,Female,69,Eastern Cape,Single,High School,3000.00,Domestic Worker,Funeral Cover,22,16425,39517,1813,773,652,6000,,N,2022-08-01,-33.8801256|25.5455869
d084a7be-64a8-4561-ab90-183426bc7561,Jacinto Wiza,Male,34,Northern Cape,Married,High School,3000.00,Domestic Worker,Funeral Cover,36,23799,44725,564,904,702,6000,,N,2023-10-01,-22.8845083|30.6205179
d99a39c6-1741-40af-9578-f4daa82ad232,Bert Green,Female,31,Mpumalanga,Married,High School,2100.00,Taxi Driver,Standard Legal Plan,8,74649,51979,3693,3123,642,4200,,N,2022-01-01,-22.8833102|30.6244694
3ef96993-3035-45bf-be9e-3783fa819902,Urban Macejkovic,Male,57,North West,Divorced,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,10,51472,55584,4126,3223,959,21104,,N,2022-09-01,-22.8839457|30.6245951
f1181732-e84b-486a-94b1-118230f3c712,Elmer Lubowitz,Male,49,KwaZulu-Natal,Single,High School,2000.00,Security Guard,Standard Legal Plan,25,56335,83915,4221,2700,567,4000,,N,2021-11-01,-30.169037|30.7584025
e9f7ec7e-5dc1-40fe-b193-172f36c69875,Jerad Keeling,Female,54,North West,Divorced,PhD,46957.33,Plant manager,H.E.L.P Cover,41,89213,95450,4275,1843,844,93914.66,,N,2022-03-01,-22.8833102|30.6244694
e9f7ec7e-5dc1-40fe-b193-172f36c69875,Jerad Keeling,Female,54,North West,Divorced,PhD,46957.33,Plant manager,Standard Legal Plan,41,80090,52143,2643,2144,903,146057.66,,N,2021-09-01,-22.8843331|30.6144349
02de1ff2-45d3-4b08-90a6-369ef8cad415,Marcellus Nicolas,Male,58,Eastern Cape,Single,Master,18000.00,Teacher,Funeral Cover,38,15425,43855,633,1666,445,36000,,N,2023-02-01,-33.8800629|25.5501344
1a4f339d-5aa6-470d-b03e-9711e369ed14,Leta Pfeffer-Jacobson,Male,47,Free State,Single,Master,13587.00,Travel Agent,Standard Legal Plan,7,94383,55685,4217,4579,641,27174,,N,2023-04-01,-22.8842634|30.6188963
ac48fdf9-ad44-4ae0-9920-fad458076ecc,Freeman Hoppe,Female,51,Western Cape,Married,High School,6489.00,Teller and Cashier,Standard Legal Plan,54,59378,67459,4099,3917,806,12978,Fake legal bills,Y,2021-04-01,-34.1298001|18.3790821
88a45a6e-4105-4a0a-afbe-bf77eb1e2dda,Vergie Jenkins,Female,35,Limpopo,Single,Bachelor,11653.00,Telesales and Telemarketing,Funeral Cover,58,28270,44549,1613,617,783,23306,Faked death,Y,2021-01-01,-22.8843693|30.6225433
3efd4638-6517-493e-a91f-7e53ee27bf55,Vincent Kuhic,Female,68,Gauteng,Married,High School,10261.00,Data Capturing,Standard Legal Plan,50,57871,93773,3824,2289,551,20522,Fake legal bills,Y,2021-11-01,-25.6683857|28.0879619
8bd3a7ad-2dfc-4db9-a3bd-675d0d3daa14,Esther Harvey,Male,44,KwaZulu-Natal,Married,High School,8283.00,Ticketing clerk,Funeral Cover,16,13063,42223,1313,878,532,16566,False documentation,Y,2023-12-01,-30.1690341|30.7588128
462251a7-dce3-48bd-9a53-e637b4c19b1e,Eloisa Ward-Brown,Female,50,KwaZulu-Natal,Married,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,17,75867,86919,4648,1781,919,5000,,N,2021-06-01,-30.1690265|30.7564413
6cf10538-3367-45f6-8a2c-3c0c7855eaf0,Hank Koss,Female,34,Eastern Cape,Single,Master,14628.00,Nurse,Funeral Cover,46,23569,44311,652,2341,416,29256,Faked death,Y,2022-11-01,-33.8341311|25.5161857
e4443ceb-c19f-4586-8f4c-d115dde3e70f,Lea Heidenreich-Dickinson,Female,67,Gauteng,Divorced,High School,11411.00,Clients and Customer Support,Funeral Cover,26,18690,31670,691,2077,745,22822,False documentation,Y,2023-06-01,-25.7189312|28.1096969
989b1986-cd9f-4b20-a1a2-74fd98b1ab40,Freeda Hilpert,Male,43,Free State,Divorced,Bachelor,11653.00,Telesales and Telemarketing,Standard Legal Plan,59,51551,94285,2994,1157,877,23306,,N,2021-03-01,-22.8840251|30.6200744
f5d17ba1-2bfa-4798-a763-41a29056d709,Gaston Bayer,Male,48,North West,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,57,73690,92854,2628,4975,772,4000,,N,2022-06-01,-22.8854385|30.610884
9b7160c8-7a6c-49ef-8a7d-ff3acb6fde1d,Clarabelle Koss,Female,26,Free State,Married,High School,11653.00,Telesales and Telemarketing,Funeral Cover,12,10933,36044,627,1483,656,23306,,N,2022-01-01,-22.8845083|30.6205179
035dd43c-782f-4aa1-b0af-df876164a90c,Mia Robel,Female,58,Northern Cape,Married,High School,2100.00,Taxi Driver,Funeral Cover,28,26540,44276,578,2869,303,4200,False documentation,Y,2021-09-01,-22.8849583|30.6207826
403b91c1-d1cd-4bd6-bd92-c56d3f3d48fb,Kim Kerluke,Male,50,Mpumalanga,Single,Master,18000.00,Teacher,Funeral Cover,29,15022,43737,962,2305,564,36000,Faked death,Y,2021-11-01,-22.8843331|30.6144349
44cb6593-5544-48e0-a46d-146b7dc7b701,Harrison Kihn,Male,33,KwaZulu-Natal,Married,High School,2100.00,Taxi Driver,Funeral Cover,24,12618,30595,1688,1572,212,4200,Faked death,Y,2023-03-01,-30.1689971|30.7567901
750947ed-054d-4337-96ce-a369297e7456,Lonnie Kihn,Male,36,Northern Cape,Divorced,Master,16885.00,Police Officer,H.E.L.P Cover,47,53804,54431,4106,4703,874,33770,,N,2023-08-01,-22.8859971|30.6222013
4ccbf113-a644-46d5-8bb1-f060f8f8d97f,Prince Turcotte,Male,48,North West,Divorced,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,43,24178,46093,1161,2749,654,21104,Murder For Claims,Y,2023-11-01,-22.8844843|30.6128081
1738cf48-052e-40d6-96c5-271d0daa575a,Alvah Blanda,Female,59,North West,Single,High School,2100.00,Taxi Driver,Funeral Cover,44,23298,30114,633,1354,341,4200,Faked death,Y,2022-04-01,-22.8845208|30.6147738
ea0f8bed-283e-4ca0-a782-c8185dd9f425,Sean Torphy,Male,37,KwaZulu-Natal,Divorced,High School,2000.00,Security Guard,Funeral Cover,11,27394,48869,894,1984,279,4000,,N,2023-04-01,-30.0788826|30.8414942
06bd5ff9-b380-4a74-980b-ff43b302cb39,Mireya Lowe,Female,48,Gauteng,Divorced,High School,3000.00,Domestic Worker,Domestic Worker Cover,36,34166,22222,2561,1532,458,6000,,N,2021-10-01,-25.9114853|28.1461168
39381508-1d9d-4b7f-81a0-fe8399416474,Lindsay Stamm,Male,64,KwaZulu-Natal,Single,High School,3000.00,Domestic Worker,Domestic Worker Cover,30,31215,36192,1657,1836,495,6000,,N,2021-03-01,-30.0788011|30.8366912
5627c8b8-97f4-4fee-909b-4d1faa3246c6,Euna Runte,Female,35,Gauteng,Divorced,Bachelor,16885.00,Police Officer,Funeral Cover,21,10959,44706,611,1002,701,33770,,N,2021-03-01,-25.8487258|28.1340596
e1a06472-3414-4106-9b6e-6955be66cb8c,Bruce Powlowski,Female,35,Limpopo,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,16,77145,55112,2860,4935,754,5000,,N,2022-06-01,-22.8843428|30.6236354
e76a2f18-229c-4b48-8eb1-401563c39bd8,Valentina Lind,Male,61,Northern Cape,Married,Master,14628.00,Nurse,Standard Legal Plan,54,97550,75411,2184,2468,756,29256,,N,2021-03-01,-22.8859247|30.6219012
53bf2a01-58e7-4ca1-8273-d6016787619d,Jaida Predovic,Female,63,Mpumalanga,Divorced,Master,16885.00,Police Officer,Funeral Cover,5,29111,36702,627,2343,704,33770,Murder For Claims,Y,2021-06-01,-22.8854385|30.610884
9d0bd9af-cf2a-4d80-bd6d-21cc6d7d9dd1,Anika Corkery,Female,34,Free State,Married,Bachelor,10261.00,Data Capturing,Standard Legal Plan,44,80765,75809,3726,3364,794,20522,,N,2021-01-01,-22.8849583|30.6207826
ea821253-96e1-41bc-9f1c-906f18247ec3,Vito Braun,Female,26,Gauteng,Divorced,High School,6489.00,Teller and Cashier,Standard Legal Plan,10,62371,69620,2216,3463,770,12978,Misrepresentation of legal cases,Y,2022-04-01,-25.7171734|28.3650281
7f791f57-bbc2-40c9-9474-abe5a816238c,Mervin Dickinson,Male,31,Northern Cape,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,55,18968,41852,1310,2161,283,6000,,N,2023-01-01,-22.8847664|30.622391
