unique_id,name,gender,age,area,marital_Status,qualification,income,occupation,policy,months_as_customer,cls,umbrella_limit,annual_premium,capital_loss,capital_gain,total_claim,fraud_reason,fraud
9457f486-cd86-4f5a-9d94-0f2ca3b5bde2,Llewellyn Morissette,Female,49,Gauteng,Married,High School,3000.00,Domestic Worker,Funeral Cover,40,27942,32298,1573,795,545,6000,,N
e58cd48d-9d57-4aad-b27a-fe9872dded3f,Felicity Bayer,Female,50,Gauteng,Married,High School,11653.00,Telesales and Telemarketing,Standard Legal Plan,57,77967,94686,3565,2915,999,23306,,N
3ed2b93a-55bd-4848-a54f-e6e011de5ba9,Cassidy Waters,Male,58,Limpopo,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,8,19716,42394,969,2460,619,4200,False documentation,Y
00967a41-42a0-4255-a207-6bf6bbe16269,Devan Wolff,Male,66,Gauteng,Single,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,52,64618,82260,4072,4451,924,16566,,N
eb8bfbfd-a9a3-47cb-96dc-14e56234db5c,Ciara Powlowski,Male,56,Eastern Cape,Single,High School,11411.00,Clients and Customer Support,Standard Legal Plan,26,67216,93271,3639,4354,846,22822,,N
9f6f4cbc-bab0-4857-afbf-99321a2f221d,Clovis Ward,Male,69,Gauteng,Single,Bachelor,8283.00,Ticketing clerk,Funeral Cover,48,27258,49089,1767,2916,559,16566,Faked death,Y
ecb684ea-4589-426a-9b63-a687fb12e23c,Elouise Dickinson,Female,55,Eastern Cape,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,24,11548,31491,1628,1568,512,4200,Faked death,Y
aaffd232-e1ce-47f4-9b4b-cebd76a2aa9d,Alia Reynolds,Male,41,KwaZulu-Natal,Single,High School,2100.00,Taxi Driver,Funeral Cover,49,15271,32127,1207,1043,400,4200,,N
3448e2ba-4c72-4474-a20b-89ec24a7d727,Clara Reilly,Male,36,Northern Cape,Single,High School,3000.00,Domestic Worker,Funeral Cover,6,24595,36648,950,2920,299,6000,False documentation,Y
45bf0ffc-2dee-4c61-9ece-fa058aba0ac5,Napoleon Murray,Female,37,Eastern Cape,Single,High School,10261.00,Data Capturing,Funeral Cover,5,23260,30146,1399,1193,756,20522,,N
7ed2aa83-cb6a-496b-bf55-6ff968032fb0,Eldridge Stokes,Male,62,Eastern Cape,Single,High School,8283.00,Ticketing clerk,Funeral Cover,31,12684,36480,1924,1717,435,16566,Faked death,Y
e83b7403-8a33-458b-b6e6-feab89c1265f,Elmira Kilback,Male,61,Mpumalanga,Divorced,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,26,65477,55620,4941,2075,571,21104,,N
7d15036f-5895-45bf-9f53-5c8630e0499e,Abdiel Johns,Male,46,Free State,Divorced,PhD,51872.83,Judge,Standard Legal Plan,32,93693,68890,2359,3847,509,68890,Misrepresentation of legal cases,Y
76db83a7-2c71-4d03-8812-32c9a9ec2c37,Sophie Strosin,Male,32,Mpumalanga,Married,High School,10261.00,Data Capturing,Standard Legal Plan,35,88009,81126,3707,1031,762,20522,,N
aa5e57a3-959e-47c2-ac19-d5ddc3796a8b,Anabelle Cassin,Female,56,KwaZulu-Natal,Single,High School,2000.00,Security Guard,Standard Legal Plan,13,56351,90547,2813,4988,580,4000,,N
240e8aca-4949-4a2d-be0a-2f03aca2b78c,Alex Zemlak,Male,43,KwaZulu-Natal,Single,High School,8283.00,Ticketing clerk,Standard Legal Plan,41,77593,51647,2900,3897,720,16566,,N
127f4422-3b10-4786-8e3a-9c2c792c7583,Sven Grimes,Female,26,Northern Cape,Single,High School,6489.00,Teller and Cashier,Standard Legal Plan,12,93595,95992,4250,2275,747,12978,,N
74e37591-a387-4205-81c9-be11a0700eb2,Esperanza Turcotte,Male,53,Limpopo,Married,Bachelor,13587.00,Travel Agent,Funeral Cover,55,14487,30878,1495,2622,717,27174,False documentation,Y
e934ef47-7b4a-44cf-b0c6-150f2475f5c7,Emily Conroy,Female,46,Limpopo,Divorced,Bachelor,41789.50,Chartered accountant,H.E.L.P Cover,57,57363,61611,2140,3104,754,61611,,N
e934ef47-7b4a-44cf-b0c6-150f2475f5c7,Emily Conroy,Female,46,Limpopo,Divorced,Bachelor,41789.50,Chartered accountant,Standard Legal Plan,57,85722,88838,3798,1775,931,145190,,N
0fa8c6f5-1699-4734-9aa4-fcd971b564ea,Roxane Prohaska,Female,44,North West,Single,High School,6489.00,Teller and Cashier,Standard Legal Plan,13,91763,68161,3341,2947,594,12978,,N
1512b8dc-fd7e-4e70-a258-23bbd062adb4,Pietro Windler,Female,61,KwaZulu-Natal,Married,High School,2000.00,Security Guard,Standard Legal Plan,31,57094,99502,4556,3231,672,4000,,N
f49bc171-5417-4422-884b-4b63b1f37db0,Robin Oberbrunner,Male,39,North West,Married,High School,2100.00,Taxi Driver,Funeral Cover,24,27100,46007,1432,2608,462,4200,Murder For Claims,Y
d452b56d-c2b2-4462-8158-bc9358e25c8f,Hassie Rohan,Male,60,North West,Married,Bachelor,10552.00,Switchboard and Receptionist,Funeral Cover,23,19654,48213,908,2113,634,21104,,N
6991321d-4d38-4379-a8fd-9192e41d08b2,Graciela Haley,Female,61,Gauteng,Divorced,High School,2000.00,Security Guard,Funeral Cover,38,20053,49361,1623,1212,548,4000,Murder For Claims,Y
9ec63761-4a67-4cac-befe-8e03093de39a,America Paucek,Female,39,Eastern Cape,Divorced,High School,3000.00,Domestic Worker,Domestic Worker Cover,57,25777,30653,1664,1574,201,6000,Faked Work Dispute,Y
6e83006a-7b50-4eaf-adc4-85b1354467d8,Gregory Crooks,Female,68,Western Cape,Single,Bachelor,16885.00,Police Officer,Standard Legal Plan,31,91937,80074,2165,2328,521,33770,,N
553f2940-97e3-423a-b677-7643f52a77a1,Vincenzo Ward,Male,43,Gauteng,Married,Bachelor,8283.00,Ticketing clerk,Funeral Cover,15,28882,47306,1203,2346,397,16566,False documentation,Y
ca84cadb-b67e-4e8f-a26e-fb94bd8f2017,Alison West,Male,62,Eastern Cape,Single,High School,2000.00,Security Guard,Standard Legal Plan,18,65477,80009,4524,2984,877,4000,,N
617732b7-2023-4d18-9f1d-8a0bab2781ac,Chadd Ullrich,Female,48,Eastern Cape,Married,Master,14628.00,Nurse,Funeral Cover,5,15986,40329,1218,2268,743,29256,False documentation,Y
bc54f212-ba29-4fd3-af72-bd18d829eb19,Elena Littel,Female,58,Limpopo,Single,PhD,41789.50,Chartered accountant,Standard Legal Plan,52,59095,93276,2304,3172,921,83579,,N
01dab3cc-7847-4ebd-9860-106f2aacfecf,Evelyn Gibson,Male,28,Western Cape,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,10,84086,78784,4202,1138,717,5000,,N
03b57172-787d-4486-a71a-ffdc49f94f5b,Arlene McLaughlin,Female,67,Eastern Cape,Single,High School,2100.00,Taxi Driver,Funeral Cover,41,18590,45689,1918,1144,308,4200,Murder For Claims,Y
f96d9b49-6df9-4434-8063-3b38054dbe91,Sigrid Wyman,Male,52,Gauteng,Married,Master,13587.00,Travel Agent,Funeral Cover,42,26733,30945,1051,514,447,27174,Murder For Claims,Y
4e131542-a68c-4694-aa88-1de05b52c99f,Gerardo Padberg,Male,27,Mpumalanga,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,48,74446,58038,2366,1604,997,4200,,N
1021e7ef-64b4-4977-9b39-e42c3e394ced,Antonio DuBuque-Ebert,Female,41,Gauteng,Married,High School,3000.00,Domestic Worker,Funeral Cover,36,23708,32613,1579,1415,264,6000,,N
abc1a62f-4d20-4f32-99ea-c9f2bae236f4,Kody Breitenberg,Male,49,Gauteng,Married,High School,6489.00,Teller and Cashier,Funeral Cover,14,29336,39879,961,2359,463,12978,,N
477d3a4a-fe23-4162-b4bc-ad07e8ba0fee,Lenna Klocko,Male,40,Western Cape,Married,Master,18000.00,Teacher,Standard Legal Plan,46,92129,80501,4739,2651,914,36000,,N
30f06648-0a65-4528-b02a-830da4723890,Myra Denesik,Female,49,Limpopo,Married,High School,2100.00,Taxi Driver,Funeral Cover,18,24843,34135,717,1099,244,4200,False documentation,Y
b1c2a904-ddf2-4e58-8793-d17d6731029f,Marianne Predovic,Male,44,Limpopo,Divorced,PhD,46875.08,Investment banker,Standard Legal Plan,59,58324,71538,4812,2410,579,71538,Fake legal bills,Y
b1c2a904-ddf2-4e58-8793-d17d6731029f,Marianne Predovic,Male,44,Limpopo,Divorced,PhD,46875.08,Investment banker,H.E.L.P Cover,59,88043,59589,2859,4201,912,131127,,N
09e7abb7-bda3-48a8-900e-a093c2f9c26b,Delphine Lubowitz,Male,41,Western Cape,Single,High School,11653.00,Telesales and Telemarketing,Standard Legal Plan,41,96439,51628,2548,4172,753,23306,Misrepresentation of legal cases,Y
07472e7a-012d-4259-98d0-a96e9f5bbd8d,Edison Schamberger,Male,27,Mpumalanga,Single,Bachelor,8283.00,Ticketing clerk,Funeral Cover,58,15193,33025,1855,510,512,16566,Murder For Claims,Y
d0548e2f-7994-41d8-94ca-ca38ff7fa8e0,Kennith Bradtke,Male,28,KwaZulu-Natal,Divorced,Bachelor,14628.00,Nurse,Funeral Cover,17,13525,41999,1584,2459,620,29256,,N
c18fcc4b-fcc7-4e0d-8909-2ae12d411425,Rosetta Bernier,Female,57,KwaZulu-Natal,Single,Master,18000.00,Teacher,Standard Legal Plan,22,98743,60683,3859,4396,952,36000,Fake legal bills,Y
e379fe4e-3031-465e-9dc1-99555abc5236,Savanah Sporer,Male,33,Gauteng,Single,Master,18000.00,Teacher,H.E.L.P Cover,7,92495,69175,3939,1058,867,36000,,N
41e358b8-2564-4743-970f-a91617ba8409,Celestine Hyatt,Female,45,Western Cape,Married,Bachelor,10261.00,Data Capturing,Funeral Cover,9,13475,45194,1257,1775,260,20522,,N
fa0d0e72-8b35-4d27-bced-151e5b78f239,Reese Stanton,Female,57,Free State,Married,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,45,15167,48608,1819,2438,684,22822,,N
6e3c2812-05a4-4186-b98c-6c466b8dcfb3,Madisen Orn,Female,50,Limpopo,Divorced,High School,11653.00,Telesales and Telemarketing,Standard Legal Plan,56,69534,88921,2148,4581,833,23306,,N
c90f1cc9-e45c-45b9-b77e-0bb0fbccf563,Letitia Murray,Male,48,Western Cape,Married,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,24,16277,32126,1090,951,534,22822,Faked death,Y
83b76c30-7b37-452c-9845-208d6d610a49,Wallace Hahn,Male,27,KwaZulu-Natal,Single,High School,6489.00,Teller and Cashier,Standard Legal Plan,29,65727,80644,2894,1084,941,12978,,N
e9497443-b087-40c2-95b1-691eb844b9cf,Leatha Farrell,Male,62,KwaZulu-Natal,Divorced,High School,3000.00,Domestic Worker,Domestic Worker Cover,9,35998,30834,2397,1319,335,6000,,N
1d7ee5c1-522d-4f83-b71e-6eddafcee985,Natasha Davis,Male,60,North West,Single,Master,16885.00,Police Officer,Standard Legal Plan,13,99496,89287,4315,1078,799,33770,,N
7f94c85e-c9c8-4978-b37e-100b682d7c00,Sincere MacGyver-Schinner,Female,42,KwaZulu-Natal,Single,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,28,87873,84326,4048,1386,890,16566,,N
a8f2e40b-c8e7-44ae-9757-6f5b52c359f5,Einar Jacobs,Female,39,North West,Married,High School,11653.00,Telesales and Telemarketing,Funeral Cover,50,25867,36097,1524,1257,653,23306,Murder For Claims,Y
ba9091ff-0b55-4f4b-a54f-ec99ce220c1b,Ena Luettgen,Male,27,Mpumalanga,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,13,14538,37133,1052,2201,748,4200,Murder For Claims,Y
0f7b45bb-6d88-4449-9eba-1575b343b217,Name Krajcik,Male,30,Eastern Cape,Divorced,High School,6489.00,Teller and Cashier,Funeral Cover,43,10804,30627,1142,1096,604,12978,Murder For Claims,Y
86b13ef8-7832-4f7d-b8eb-31cd46fc8e8a,Brenna Wehner,Male,37,Gauteng,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,26,29006,35197,1920,1304,246,6000,Faked death,Y
3ab315b2-3960-42e8-93f1-4e26539301f3,Carol Gusikowski,Male,66,Northern Cape,Divorced,Bachelor,8283.00,Ticketing clerk,Standard Legal Plan,33,81324,96836,3718,4426,922,16566,,N
9fbcb7c3-2ea2-43bb-9053-e0ab98248a84,Fiona Ullrich,Female,52,Western Cape,Married,High School,6489.00,Teller and Cashier,Funeral Cover,57,27132,43737,935,1045,625,12978,,N
4771314a-c82f-47f3-9a5b-a1ad5c2cabcd,Michelle Cruickshank-Cummerata,Female,47,Western Cape,Divorced,High School,2000.00,Security Guard,Standard Legal Plan,59,66840,95040,4127,3357,666,4000,Misrepresentation of legal cases,Y
ce6362b5-d700-40b3-85f4-ad47c7c2646b,Frances Boehm,Female,33,Northern Cape,Married,Bachelor,13587.00,Travel Agent,Standard Legal Plan,48,59901,95485,3246,3335,734,27174,,N
eef8e5f8-7eec-4bce-9919-aee5e7a47513,Kiley Schinner,Male,44,Limpopo,Single,Bachelor,10261.00,Data Capturing,Standard Legal Plan,10,61575,85266,2205,2708,932,20522,,N
b54bad0a-af9c-475d-b841-4f5e1d8de035,Dewitt Reynolds,Female,28,North West,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,26,14608,46326,1838,2906,615,5000,False documentation,Y
a418ab24-044b-4929-b7be-9d10ab1cceae,Lafayette Pacocha-Wolf,Male,40,Gauteng,Divorced,Bachelor,18000.00,Teacher,Standard Legal Plan,35,62265,98580,3345,3665,919,36000,,N
b95729bc-201d-4e3e-811d-be090b22b0c9,Stone Schroeder,Male,39,Free State,Single,High School,3000.00,Domestic Worker,Funeral Cover,13,26174,44751,1228,901,284,6000,,N
18fb08ba-d407-43cf-b62f-a6b12bddadbe,Shanie Parisian,Male,53,Gauteng,Married,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,42,51255,86358,2188,3915,624,5000,,N
327fbc08-1109-486f-bdbb-ef11414a786c,Rupert Morar,Male,41,Mpumalanga,Single,Bachelor,11653.00,Telesales and Telemarketing,Standard Legal Plan,46,83757,57938,3770,1717,823,23306,,N
a15897bd-822a-418f-be87-2262a0105c0b,Antoinette O'Connell,Female,54,Limpopo,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,18,17395,41350,1697,1112,682,5000,,N
7c40b995-fc57-4add-aeff-a56b2d8b36dc,Randal Kautzer,Female,60,Northern Cape,Single,Master,16885.00,Police Officer,H.E.L.P Cover,28,69242,83373,2067,1327,742,33770,,N
0a2caa66-e883-4bec-8958-72ee91daf384,Cristal Thompson,Female,45,Free State,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,54,51508,97792,3086,3626,721,5000,,N
aadaae62-9d48-4fe1-9ae4-1d85463527a4,Tate Tremblay,Male,33,Free State,Married,High School,3000.00,Domestic Worker,Domestic Worker Cover,24,36361,35671,1084,1377,239,6000,,N
e2bc1ea5-6ed2-49e2-8f34-3946955701a1,Wilson Hamill,Male,42,Northern Cape,Married,High School,2000.00,Security Guard,Standard Legal Plan,47,90939,77824,2550,2275,908,4000,,N
35c71af0-1656-4a42-9d13-c4dba1762ac7,Roger Block,Male,36,KwaZulu-Natal,Single,Bachelor,11411.00,Clients and Customer Support,Funeral Cover,41,29281,41265,1601,1635,758,22822,False documentation,Y
9eebb1f1-d0cd-4890-b835-9c5c22d01724,Devyn Breitenberg,Male,34,KwaZulu-Natal,Single,Bachelor,10261.00,Data Capturing,Funeral Cover,35,19524,30197,1112,1453,734,20522,,N
518d78a2-ce6d-43f9-a8cb-8e0a1c94d3e8,Garth Weber,Female,35,Limpopo,Married,High School,2000.00,Security Guard,Funeral Cover,18,24978,31092,898,850,543,4000,,N
2a45cfe7-9006-4f64-ab08-e942eb8bf926,Weldon Greenfelder,Male,66,Free State,Divorced,Bachelor,16885.00,Police Officer,H.E.L.P Cover,35,59868,94551,4611,3289,790,33770,,N
85110146-11da-4f37-8259-63a79720e172,Rudy Murazik,Female,48,Limpopo,Divorced,High School,3000.00,Domestic Worker,Funeral Cover,7,25807,35801,1895,1036,429,6000,Faked death,Y
d7d2bc23-48d8-4e54-9bc4-4659aa1ebea7,Nathan Lindgren,Male,69,Northern Cape,Married,High School,3000.00,Domestic Worker,Funeral Cover,22,14812,33027,704,984,771,6000,False documentation,Y
504eacee-fb6d-4f84-8a28-2841e91273dc,Amina White,Male,26,Limpopo,Single,High School,3000.00,Domestic Worker,Funeral Cover,55,27025,47434,1808,915,745,6000,,N
490d41ee-6e54-4959-b97e-e075b9647bbc,Zora Wyman,Male,41,Free State,Single,Bachelor,18000.00,Teacher,H.E.L.P Cover,52,67066,54083,4342,3943,935,36000,,N
1327285d-f88f-46a8-9e92-d1b8ab098087,Haylee Zieme,Female,64,Free State,Divorced,High School,2000.00,Security Guard,Funeral Cover,57,10640,47261,570,1376,499,4000,Faked death,Y
1ec10ccd-575a-4882-ace0-689d82426336,Jeanne Treutel,Male,42,Northern Cape,Married,Master,46957.33,Plant manager,Standard Legal Plan,43,55743,97784,2503,3335,761,93914.66,,N
e5a2069f-5e9d-41c7-9468-3e3c8c402ef9,Darrell Gulgowski,Female,61,Free State,Married,Bachelor,11411.00,Clients and Customer Support,Standard Legal Plan,30,88620,66731,2725,1313,993,22822,,N
5574a174-1d1c-4af0-9a81-98997926a82a,Alexander Romaguera,Male,60,Eastern Cape,Single,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,21,84482,50880,2613,2935,893,5000,,N
5dcd3047-7d93-4949-8076-56d2da53d317,Khalil Weimann,Male,46,Eastern Cape,Single,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,15,52817,69103,4919,2762,674,5000,,N
74abb1c6-933e-418f-87b1-3afac25fc2c3,Aliya Medhurst,Male,49,KwaZulu-Natal,Single,High School,10552.00,Switchboard and Receptionist,Standard Legal Plan,42,60775,73032,4016,4654,692,21104,,N
1cd2a639-32f3-4b5e-a517-9e480e869d43,Felipa Schinner,Female,44,North West,Married,High School,10552.00,Switchboard and Receptionist,Funeral Cover,33,10073,30548,888,1143,440,21104,False documentation,Y
bc1c20f4-f9cd-4c01-b3fb-0c032cf0036b,Nyasia Stark,Female,40,Northern Cape,Divorced,High School,2100.00,Taxi Driver,Funeral Cover,52,15884,44814,1768,1424,639,4200,,N
e604ac13-cfbc-4b6c-a300-cbbec1c9562d,Golda Feest,Male,54,Eastern Cape,Married,High School,3000.00,Domestic Worker,Funeral Cover,5,15495,32388,920,1584,735,6000,,N
ab8a0e71-1702-4ebe-a1dc-b5d9176794cd,Eloise Weimann,Female,39,Free State,Married,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,7,17818,46589,1804,2603,201,5000,,N
4bffeb7a-dce4-498a-b3d7-134d1f099d9d,Cesar Konopelski,Male,39,Free State,Married,Bachelor,13587.00,Travel Agent,Standard Legal Plan,18,71091,65809,4111,1687,690,27174,,N
5ca6d194-73c2-4dec-a7de-25348be65a63,Dorothy Streich,Female,41,KwaZulu-Natal,Divorced,Bachelor,13587.00,Travel Agent,Standard Legal Plan,57,65259,79235,3393,1344,709,27174,,N
a102a0b5-b056-4d65-8629-c0b278e7b886,Travis Pfannerstill-Ryan,Female,27,Eastern Cape,Divorced,Bachelor,41789.50,Chartered accountant,Standard Legal Plan,47,56295,66316,2568,4509,891,66316,,N
a102a0b5-b056-4d65-8629-c0b278e7b886,Travis Pfannerstill-Ryan,Female,27,Eastern Cape,Divorced,Bachelor,41789.50,Chartered accountant,H.E.L.P Cover,47,75657,74454,3747,1085,999,140770,Fake medical bills,Y
ee293c70-e525-4d65-bc36-385bba812c94,Gerda Kovacek,Male,53,KwaZulu-Natal,Single,High School,2000.00,Security Guard,Standard Legal Plan,58,74575,59469,3452,2691,869,4000,,N
38eb189e-29e0-4e1a-b603-f2dff6796118,Jamarcus Collins,Male,67,Northern Cape,Married,Bachelor,11653.00,Telesales and Telemarketing,Standard Legal Plan,28,82853,69070,4942,2733,636,23306,Fake legal bills,Y
067497c2-83a5-4620-ab4b-01029733c742,Reginald Schowalter,Male,55,Limpopo,Divorced,High School,10261.00,Data Capturing,Standard Legal Plan,10,61038,88352,3703,4702,923,20522,,N
c4bcf226-f1d1-4723-aee0-a36c04881fdc,Hadley Runolfsson,Female,65,North West,Married,Master,18000.00,Teacher,Funeral Cover,23,12162,48387,1217,1241,451,36000,,N
d0ad6888-7006-428c-bfb6-f50122bfa35b,Shyann Hilll,Female,32,Gauteng,Divorced,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,34,20798,42434,1433,871,691,5000,,N
a72ea41e-ab0a-4a44-9f34-ad1ae9a6bbb2,Hugh MacGyver,Male,56,KwaZulu-Natal,Divorced,Bachelor,10261.00,Data Capturing,Funeral Cover,46,23980,31431,636,907,558,20522,Faked death,Y
4afce1bd-c8f8-4d78-bcfb-c11c0b7dca03,Pearline Nienow,Female,42,Western Cape,Married,Master,14628.00,Nurse,Standard Legal Plan,16,61620,91050,3728,3297,875,29256,,N
eeb2b0e0-5471-491b-8943-21478710d3d7,Christian Ruecker,Male,59,Eastern Cape,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,9,84588,94741,3138,3435,748,5000,,N
8d8b2c55-9f73-4ee7-b579-a30fbe75399a,Jay Legros,Female,58,Western Cape,Single,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,28,20920,48550,1384,2923,449,5000,Faked death,Y
ea6e4ced-48bd-4e21-a875-d9656b8f5453,Agustina Heaney,Male,44,Eastern Cape,Divorced,Bachelor,46875.08,Investment banker,H.E.L.P Cover,38,95365,86778,4159,4549,695,86778,,N
6623958c-5baf-4357-b38f-1e5dc3160549,Jewel Klocko,Male,61,Limpopo,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,44,59795,63696,3920,1889,829,4200,,N
30707073-73e0-4907-b8d1-4f3a4045e688,Geoffrey Pfannerstill,Female,68,Free State,Married,High School,10261.00,Data Capturing,Funeral Cover,45,10048,43950,1264,568,758,20522,Murder For Claims,Y
3c1551dc-b0bd-4540-adae-6cf830985b38,Ian Franecki,Female,25,North West,Divorced,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,16,28426,37712,1005,1251,465,5000,Murder For Claims,Y
35c64fe5-3e7d-4a27-a57e-c138cb966812,Hettie Wisozk,Female,51,Mpumalanga,Divorced,High School,8283.00,Ticketing clerk,Funeral Cover,16,14300,38458,1746,2140,581,16566,False documentation,Y
0ec3d636-8e44-4718-b6af-319a26a4c167,Mike Orn,Male,50,Mpumalanga,Divorced,Bachelor,13587.00,Travel Agent,Standard Legal Plan,46,96254,53791,2774,2565,515,27174,Fake legal bills,Y
e1a25bde-9a2a-4d69-a3ca-96875d89f480,Golda Cole,Female,60,Eastern Cape,Married,Bachelor,16885.00,Police Officer,Standard Legal Plan,20,88373,54419,2691,3414,940,33770,,N
a6e0a51d-d272-492f-971e-64478c72ae07,Mustafa Grady,Male,30,Western Cape,Married,High School,3000.00,Domestic Worker,Domestic Worker Cover,9,39198,29207,1219,680,381,6000,,N
b143d800-ec03-412a-99e8-823c91718073,Dante Boehm,Female,65,Mpumalanga,Single,High School,2000.00,Security Guard,Funeral Cover,28,22941,34902,1007,1317,377,4000,Murder For Claims,Y
2eae8e16-04e9-4c75-a319-8f70c9cb474f,Levi Beatty,Male,36,Free State,Divorced,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,41,94280,65837,4738,2967,696,5000,,N
3d2645d0-1f8f-40b5-b053-58bac6796118,Elisabeth Thiel,Female,59,KwaZulu-Natal,Single,High School,3000.00,Domestic Worker,Domestic Worker Cover,40,23456,29754,2031,1794,279,6000,Faked Work Dispute,Y
0b354f20-96aa-41a3-9e2a-6c621a6c5fbe,Kiera Friesen,Female,25,Gauteng,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,42,73291,65933,4154,2023,601,4200,,N
52db5353-13ff-4fe4-94d4-4b783ba481bf,Eliane Nicolas,Male,60,Northern Cape,Single,High School,3000.00,Domestic Worker,Funeral Cover,19,14157,46591,1332,2215,551,6000,,N
5c622dc1-5060-477a-adc1-9e4536e01ddd,Emanuel Becker,Female,57,Mpumalanga,Single,Master,16885.00,Police Officer,Standard Legal Plan,42,60987,99979,2873,1535,857,33770,,N
ede961c1-e847-4694-a8e9-fbc97781be17,Luis Toy,Female,61,Gauteng,Married,Bachelor,16885.00,Police Officer,H.E.L.P Cover,27,87411,88432,2643,1247,887,33770,,N
4811fdbc-2781-4fb8-9a66-1e99bee04d56,Ophelia Bednar,Female,64,Mpumalanga,Divorced,Master,51872.83,Judge,H.E.L.P Cover,9,51622,56062,3763,1292,647,56062,,N
4811fdbc-2781-4fb8-9a66-1e99bee04d56,Ophelia Bednar,Female,64,Mpumalanga,Divorced,Master,51872.83,Judge,Standard Legal Plan,9,60681,70453,2733,3454,619,126515,,N
6a95219e-df1f-44a8-b86b-4c064447264a,Laurel Sauer,Female,39,Mpumalanga,Divorced,High School,2500.00,Cosmetology and Hairdressing,Funeral Cover,56,26205,34374,1036,1411,384,5000,Murder For Claims,Y
ed8c4280-47bd-4a12-ac0e-5cba0a98d6b5,Eve Swift,Female,67,KwaZulu-Natal,Single,Bachelor,11653.00,Telesales and Telemarketing,Standard Legal Plan,18,79962,82560,2068,4227,510,23306,,N
8374d4e1-c55e-4eda-9e20-6b2ccbddb4ca,Cathryn Kunde,Female,27,North West,Single,High School,11653.00,Telesales and Telemarketing,Funeral Cover,52,11095,30650,1091,1625,423,23306,Murder For Claims,Y
4de13b52-f3ba-49b6-86e0-b3ca68fa6069,Jordi Kreiger,Male,32,Northern Cape,Single,High School,8283.00,Ticketing clerk,Standard Legal Plan,27,73481,52219,4807,2743,928,16566,,N
efc7256d-92b6-43b9-90dc-18a252ad1743,Gustave Shanahan,Female,67,Eastern Cape,Married,High School,2500.00,Cosmetology and Hairdressing,Standard Legal Plan,47,68552,78106,2631,2132,850,5000,,N
6c0b1e2e-687b-45b0-93ce-e96694f96f15,Vernie Swift,Male,36,Mpumalanga,Divorced,Master,13587.00,Travel Agent,Standard Legal Plan,43,53006,69501,4906,1271,840,27174,,N
6df56fa7-4928-4070-a7b0-54326cd0595d,Zetta Block,Female,46,Eastern Cape,Divorced,High School,2100.00,Taxi Driver,Standard Legal Plan,17,65265,83020,4458,3130,637,4200,,N
7bbc47df-c68d-4d93-bb60-922a64878667,Else Klein,Male,61,Eastern Cape,Married,Master,40943.17,Cyber security engineer,H.E.L.P Cover,22,92652,95896,4699,4370,662,81886.34,,N
7bbc47df-c68d-4d93-bb60-922a64878667,Else Klein,Male,61,Eastern Cape,Married,Master,40943.17,Cyber security engineer,Standard Legal Plan,22,57372,51369,4754,4870,992,133255.34,Misrepresentation of legal cases,Y
3e6b930b-a0e7-488d-9718-ccba186c720f,Roberta Jaskolski,Male,27,Limpopo,Married,High School,11653.00,Telesales and Telemarketing,Funeral Cover,21,23237,32831,555,2117,581,23306,,N
7a1f5a63-a240-4aa6-8277-d236fbeca35f,Alexis Stark,Female,63,Limpopo,Single,High School,3000.00,Domestic Worker,Domestic Worker Cover,14,36108,35222,1253,1781,273,6000,,N
6599f7df-878f-4c68-99c4-23ee8318461b,Cade Beer,Male,50,Gauteng,Divorced,Bachelor,46875.08,Investment banker,Standard Legal Plan,39,80042,63767,4908,2214,594,63767,,N
6599f7df-878f-4c68-99c4-23ee8318461b,Cade Beer,Male,50,Gauteng,Divorced,Bachelor,46875.08,Investment banker,H.E.L.P Cover,39,79093,86065,2158,2041,938,149832,Fake medical bills,Y
ca611d3b-04aa-44a7-ab27-036fa04dc19a,Ronaldo Harvey,Male,42,KwaZulu-Natal,Single,Bachelor,14628.00,Nurse,Funeral Cover,11,15242,40218,892,2535,275,29256,Murder For Claims,Y
